ESTIMULO,PALABRAS,FRECUENCIA,TIEMPO (S),% ASOCIACION,id
pelo,lindo,1,"2,83","0,3636",9601
pelo,color,1,"3,44","0,3636",9602
pelo,delgado,1,"3,64","0,3636",9603
pelo,azul,1,"3,25","0,3636",9604
pelo,futuro,1,"8,37","0,3636",9605
pelo,suelto,1,"2,80","0,3636",9606
pelo,peluca,1,"5,76","0,3636",9607
pelo,dona,1,"5,22","0,3636",9608
pelo,gente,1,"4,84","0,3636",9609
pelo,velo,1,"6,02","0,3636",9610
pelo,limpio,1,"3,45","0,3636",9611
pelo,chino,1,"8,56","0,3636",9612
pelo,parte,1,"9,66","0,3636",9613
pelo,dedo,1,"3,04","0,3636",9614
pelo,persona,1,"7,22","0,3636",9615
pelo,estilo,1,"7,09","0,3636",9616
pelo,sucio,1,"3,29","0,3636",9617
pelo,broche,1,"5,18","0,3636",9618
pelo,caspa,1,"6,57","0,3636",9619
pelo,mancha,1,"1,08","0,3636",9620
pelo,diferente,1,"8,29","0,3636",9621
pelo,trenza,1,"3,12","0,3636",9622
pelo,café,1,"8,50","0,3636",9623
pelo,chango,1,"3,83","0,3636",9624
pelo,oscuro,1,"4,23","0,3636",9625
pelo,cuero cabelludo,1,"8,95","0,3636",9626
pelo,perro,1,"4,28","0,3636",9627
pelo,amarrar,1,"3,90","0,3636",9628
pelo,estética,1,"6,97","0,3636",9629
pelota,,,,,9630
pelota,jugar,56,"3,34","203,636",9631
pelota,juego,49,"3,87","178,182",9632
pelota,botar,41,"3,79","149,091",9633
pelota,niño,18,"3,62","65,455",9634
pelota,futbol,18,"5,39","65,455",9635
pelota,roja,10,"4,10","36,364",9636
pelota,rebotar,10,"3,93","36,364",9637
pelota,juguete,7,"4,19","25,455",9638
pelota,redonda,7,"4,19","25,455",9639
pelota,diversión,6,"5,00","21,818",9640
pelota,colores,5,"4,87","18,182",9641
pelota,grande,5,"3,66","18,182",9642
pelota,balón,4,"4,31","14,545",9643
pelota,esférica,3,"6,44","10,909",9644
pelota,deporte,3,"4,47","10,909",9645
pelota,círculo,2,"6,60","0,7273",9646
pelota,golpe,2,"6,97","0,7273",9647
pelota,basquetbol,2,"7,51","0,7273",9648
pelota,volibol,2,"7,13","0,7273",9649
pelota,agua,1,"1,77","0,3636",9650
pelota,Quico,1,"2,75","0,3636",9651
pelota,rojo,1,"7,68","0,3636",9652
pelota,pichón,1,"5,15","0,3636",9653
pelota,rebote,1,"3,00","0,3636",9654
pelota,volar,1,"2,44","0,3636",9655
pelota,playa,1,"5,15","0,3636",9656
pelota,bola,1,"3,38","0,3636",9657
pelota,divertida,1,"6,55","0,3636",9658
pelota,payaso,1,"4,71","0,3636",9659
pelota,azul,1,"5,35","0,3636",9660
pelota,tenis,1,"5,85","0,3636",9661
pelota,niñez,1,"6,73","0,3636",9662
pelota,plástico,1,"5,43","0,3636",9663
pelota,beisbol,1,"4,18","0,3636",9664
pelota,rodar,1,"5,31","0,3636",9665
pelota,patada,1,"5,10","0,3636",9666
pelota,aire,1,"5,07","0,3636",9667
pelota,rayas,1,"5,01","0,3636",9668
pelota,caracol,1,"4,95","0,3636",9669
pelota,sol,1,"2,95","0,3636",9670
pelota,mala,1,"4,09","0,3636",9671
pelota,ping pong,1,"5,10","0,3636",9672
pelota,inflada,1,"7,67","0,3636",9673
pelota,parque,1,"5,04","0,3636",9674
perro,,,,,9675
perro,gato,82,"3,16","270,627",9676
perro,ladrar,38,"3,75","125,413",9677
perro,mascota,34,"4,15","112,211",9678
perro,amigo,28,"3,71","92,409",9679
perro,animal,22,"3,50","72,607",9680
perro,fiel,11,"2,94","36,304",9681
perro,ladrido,9,"4,40","29,703",9682
perro,bonito,5,"2,66","16,502",9683
perro,cola,4,"4,57","13,201",9684
perro,morder,4,"4,60","13,201",9685
perro,leal,3,"3,65","0,9901",9686
perro,chico,3,"6,88","0,9901",9687
perro,guau,3,"4,09","0,9901",9688
perro,cariño,2,"3,66","0,6601",9689
perro,calle,2,"7,92","0,6601",9690
perro,pasear,2,"2,05","0,6601",9691
perro,amistad,2,"4,17","0,6601",9692
perro,pelo,2,"6,86","0,6601",9693
perro,compañero,2,"4,49","0,6601",9694
perro,mordida,1,"3,32","0,3300",9695
perro,casa,1,"5,93","0,3300",9696
perro,acompañante,1,"5,40","0,3300",9697
perro,peligro,1,"6,21","0,3300",9698
perro,sucio,1,"7,23","0,3300",9699
perro,croqueta,1,"0,00","0,3300",9700
perro,guardián,1,"9,99","0,3300",9701
perro,luna,1,"2,92","0,3300",9702
perro,Bulldog,1,"6,96","0,3300",9703
perro,niño,1,"7,53","0,3300",9704
perro,pulga,1,"5,13","0,3300",9705
perro,amigable,1,"7,43","0,3300",9706
perro,Labrador,1,"6,29","0,3300",9707
perro,acariciar,1,"3,23","0,3300",9708
perro,Pastor,1,"3,20","0,3300",9709
perro,sexo,1,"5,41","0,3300",9710
perro,correr,1,"3,00","0,3300",9711
perro,amor,1,"2,90","0,3300",9712
perro,grande,1,"8,33","0,3300",9713
perro,negro,1,"3,43","0,3300",9714
perro,Chihuahua,1,"5,64","0,3300",9715
perro,alegría,1,"4,93","0,3300",9716
perro,pequeño,1,"9,58","0,3300",9717
perro,esponjoso,1,"6,15","0,3300",9718
perro,bravo,1,"5,46","0,3300",9719
perro,hombre,1,"4,12","0,3300",9720
perro,Scrappy,1,"4,50","0,3300",9721
perro,correa,1,"4,26","0,3300",9722
perro,mugroso,1,"4,70","0,3300",9723
perro,Alaska,1,"5,70","0,3300",9724
perro,Tobías,1,"6,71","0,3300",9725
perro,cuadrúpedo,1,"8,34","0,3300",9726
perro,manchas,1,"7,45","0,3300",9727
perro,cachorro,1,"5,40","0,3300",9728
perro,obediente,1,"6,89","0,3300",9729
perro,sapo,1,"4,87","0,3300",9730
perro,flaco,1,"1,76","0,3300",9731
pescado,,,,,9732
pescado,mar,40,"4,15","132,013",9733
pescado,comida,26,"4,18","85,809",9734
pescado,olor,16,"3,68","52,805",9735
pescado,agua,16,"4,16","52,805",9736
pescado,frito,14,"3,95","46,205",9737
pescado,nadar,13,"3,70","42,904",9738
pescado,comer,13,"3,50","42,904",9739
pescado,pescar,12,"3,76","39,604",9740
pescado,río,9,"3,95","29,703",9741
pescado,marisco,7,"4,48","23,102",9742
pescado,alimento,6,"4,98","19,802",9743
pescado,muerto,6,"3,75","19,802",9744
pescado,rico,5,"4,68","16,502",9745
pescado,apestoso,5,"4,84","16,502",9746
pescado,camarón,5,"6,05","16,502",9747
pescado,filete,5,"3,13","16,502",9748
pescado,feo,4,"2,90","13,201",9749
pescado,animal,4,"4,25","13,201",9750
pescado,tiburón,4,"6,25","13,201",9751
pescado,fresco,4,"6,30","13,201",9752
pescado,saludable,4,"5,55","13,201",9753
pescado,espina,3,"4,35","0,9901",9754
pescado,lago,3,"3,82","0,9901",9755
pescado,atún,2,"4,01","0,6601",9756
pescado,mantequilla,2,"8,21","0,6601",9757
pescado,caña,2,"3,78","0,6601",9758
pescado,ceviche,2,"4,57","0,6601",9759
pescado,oso,2,"3,88","0,6601",9760
pescado,delfín,2,"3,71","0,6601",9761
pescado,sabroso,2,"3,73","0,6601",9762
pescado,escama,2,"3,18","0,6601",9763
pescado,ballena,2,"4,20","0,6601",9764
pescado,cuaresma,2,"5,96","0,6601",9765
pescado,anzuelo,2,"7,11","0,6601",9766
pescado,Nemo,2,"3,75","0,6601",9767
pescado,dorado,2,"4,73","0,6601",9768
pescado,fuchi,2,"3,94","0,6601",9769
pescado,carnada,1,"8,29","0,3300",9770
pescado,ojo,1,"3,59","0,3300",9771
pescado,croqueta,1,"6,79","0,3300",9772
pescado,playa,1,"6,12","0,3300",9773
pescado,laguna,1,"6,67","0,3300",9774
pescado,trabajo,1,"4,01","0,3300",9775
pescado,blando,1,"5,39","0,3300",9776
pescado,cielo,1,"8,12","0,3300",9777
pescado,parrilla,1,"5,89","0,3300",9778
pescado,delicioso,1,"9,99","0,3300",9779
pescado,presa,1,"6,25","0,3300",9780
pescado,acuático,1,"9,59","0,3300",9781
pescado,salmón,1,"3,31","0,3300",9782
pescado,asar,1,"3,12","0,3300",9783
pescado,océano,1,"10,01","0,3300",9784
pescado,congelado,1,"5,42","0,3300",9785
pescado,peste,1,"3,73","0,3300",9786
pescado,resbaloso,1,"9,23","0,3300",9787
pescado,barco,1,"4,78","0,3300",9788
pescado,potasio,1,"2,25","0,3300",9789
pescado,ligero,1,"4,42","0,3300",9790
pescado,nutritivo,1,"4,45","0,3300",9791
pescado,red,1,"4,60","0,3300",9792
pescado,ahumado,1,"5,73","0,3300",9793
pescado,hueso,1,"5,73","0,3300",9794
pescado,tamal,1,"4,77","0,3300",9795
pescado,carpa,1,"3,50","0,3300",9796
pescado,pollo,1,"7,15","0,3300",9797
pescado,libertad,1,"4,81","0,3300",9798
pescado,caldo,1,"1,67","0,3300",9799
pescado,pescador,1,"9,98","0,3300",9800
pescado,producción,1,"4,76","0,3300",9801
piedra,,,,,9802
piedra,dura,75,"3,46","247,525",9803
piedra,roca,30,"3,87","99,010",9804
piedra,tierra,20,"4,98","66,007",9805
piedra,gris,11,"4,47","36,304",9806
piedra,lanzar,10,"3,64","33,003",9807
piedra,dureza,8,"4,81","26,403",9808
piedra,pesada,6,"4,80","19,802",9809
piedra,mineral,6,"5,05","19,802",9810
piedra,suelo,6,"4,46","19,802",9811
piedra,aventar,5,"4,63","16,502",9812
piedra,golpe,5,"3,27","16,502",9813
piedra,papel,5,"2,91","16,502",9814
piedra,grande,4,"4,29","13,201",9815
piedra,arena,4,"3,82","13,201",9816
piedra,redonda,4,"3,70","13,201",9817
piedra,piso,4,"5,08","13,201",9818
piedra,río,4,"4,30","13,201",9819
piedra,espada,3,"4,47","0,9901",9820
piedra,pegar,3,"3,82","0,9901",9821
piedra,Picapiedras,2,"2,65","0,6601",9822
piedra,caliza,2,"4,50","0,6601",9823
piedra,camino,2,"3,60","0,6601",9824
piedra,rodante,2,"7,62","0,6601",9825
piedra,tropiezo,2,"7,19","0,6601",9826
piedra,cerro,2,"5,36","0,6601",9827
piedra,dolor,2,"3,77","0,6601",9828
piedra,PEMEX,2,"1,80","0,6601",9829
piedra,casa,2,"4,47","0,6601",9830
piedra,naturaleza,2,"3,68","0,6601",9831
piedra,tropezar,2,"3,07","0,6601",9832
piedra,lodo,2,"4,84","0,6601",9833
piedra,ladrillo,2,"5,50","0,6601",9834
piedra,artefacto,1,"5,57","0,3300",9835
piedra,filosofal,1,"6,89","0,3300",9836
piedra,rígido,1,"3,87","0,3300",9837
piedra,cemento,1,"5,99","0,3300",9838
piedra,lisa,1,"3,84","0,3300",9839
piedra,soporte,1,"4,26","0,3300",9840
piedra,cuarzo,1,"3,51","0,3300",9841
piedra,obsidiana,1,"6,35","0,3300",9842
piedra,volumen,1,"9,20","0,3300",9843
piedra,Pedro,1,"3,64","0,3300",9844
piedra,azúcar,1,"6,41","0,3300",9845
piedra,fuerte,1,"6,18","0,3300",9846
piedra,preciosa,1,"5,17","0,3300",9847
piedra,inanimado,1,"6,56","0,3300",9848
piedra,china,1,"3,67","0,3300",9849
piedra,monte,1,"5,40","0,3300",9850
piedra,droga,1,"1,89","0,3300",9851
piedra,pan,1,"4,37","0,3300",9852
piedra,arroyo,1,"3,84","0,3300",9853
piedra,estructura,1,"4,01","0,3300",9854
piedra,caída,1,"5,80","0,3300",9855
piedra,regalo,1,"9,26","0,3300",9856
piedra,castillo,1,"6,34","0,3300",9857
piedra,lata,1,"5,17","0,3300",9858
piedra,sopa,1,"2,95","0,3300",9859
piedra,construcción,1,"3,98","0,3300",9860
piedra,negra,1,"0,00","0,3300",9861
piedra,edad,1,"2,66","0,3300",9862
piedra,patear,1,"4,70","0,3300",9863
piedra,fuego,1,"4,09","0,3300",9864
piedra,porosa,1,"2,89","0,3300",9865
piedra,caminar,1,"6,67","0,3300",9866
piedra,herramienta,1,"6,83","0,3300",9867
piedra,talco,1,"6,43","0,3300",9868
piedra,palmera,1,"3,92","0,3300",9869
piedra,estático,1,"3,62","0,3300",9870
piedra,café,1,"5,54","0,3300",9871
piedra,golpear,1,"9,99","0,3300",9872
piedra,sólida,1,"8,42","0,3300",9873
piedra,collar,1,"4,29","0,3300",9874
piedra,pared,1,"6,36","0,3300",9875
piedra,áspero,1,"2,57","0,3300",9876
piedra,fría,1,"2,74","0,3300",9877
piedra,calle,1,"6,22","0,3300",9878
piedra,hermosa,1,"2,96","0,3300",9879
piedra,cerca,1,"4,50","0,3300",9880
piedra,descalabrado,1,"3,39","0,3300",9881
piedra,obstáculo,1,"4,21","0,3300",9882
piedra,zapato,1,"5,21","0,3300",9883
piedra,espiritualidad,1,"6,75","0,3300",9884
piedra,bosque,1,"2,86","0,3300",9885
piedra,rasposa,1,"2,75","0,3300",9886
piedra,campo,1,"6,90","0,3300",9887
piedra,rueda,1,"2,11","0,3300",9888
piedra,cimiento,1,"9,99","0,3300",9889
piedra,nada,1,"3,18","0,3300",9890
piedra,tonto,1,"7,21","0,3300",9891
pies,,,,,9892
pies,caminar,77,"4,04","254,967",9893
pies,zapatos,62,"4,43","205,298",9894
pies,dedos,27,"3,53","89,404",9895
pies,manos,18,"2,91","59,603",9896
pies,uñas,18,"3,47","59,603",9897
pies,descalzos,10,"5,02","33,113",9898
pies,grandes,9,"4,27","29,801",9899
pies,olor,6,"4,23","19,868",9900
pies,sucios,5,"2,97","16,556",9901
pies,calcetín,3,"4,89","0,9934",9902
pies,cabeza,3,"2,83","0,9934",9903
pies,cuerpo,3,"4,74","0,9934",9904
pies,bonitos,2,"4,48","0,6623",9905
pies,correr,2,"2,70","0,6623",9906
pies,patas,2,"5,44","0,6623",9907
pies,feos,2,"3,82","0,6623",9908
pies,futbol,2,"4,57","0,6623",9909
pies,lindos,2,"1,48","0,6623",9910
pies,cansados,2,"4,64","0,6623",9911
pies,fríos,2,"4,34","0,6623",9912
pies,pequeños,2,"4,53","0,6623",9913
pies,apestosos,2,"5,44","0,6623",9914
pies,medida,1,"5,46","0,3311",9915
pies,piernas,1,"4,21","0,3311",9916
pies,estática,1,"5,60","0,3311",9917
pies,tierra,1,"2,47","0,3311",9918
pies,gordos,1,"6,20","0,3311",9919
pies,atleta,1,"6,69","0,3311",9920
pies,ligeros,1,"3,14","0,3311",9921
pies,andar,1,"3,17","0,3311",9922
pies,huella,1,"5,48","0,3311",9923
pies,blancos,1,"5,23","0,3311",9924
pies,cansancio,1,"6,33","0,3311",9925
pies,personalidad,1,"9,68","0,3311",9926
pies,dos,1,"2,76","0,3311",9927
pies,tenis,1,"2,45","0,3311",9928
pies,asco,1,"3,16","0,3311",9929
pies,largos,1,"2,59","0,3311",9930
pies,débil,1,"6,69","0,3311",9931
pies,sanos,1,"4,31","0,3311",9932
pies,extremidad,1,"4,18","0,3311",9933
pies,zapatillas,1,"2,67","0,3311",9934
pies,hongos,1,"4,30","0,3311",9935
pies,bellos,1,"7,30","0,3311",9936
pies,persona,1,"2,68","0,3311",9937
pies,Doritos,1,"8,06","0,3311",9938
pies,tacón,1,"6,25","0,3311",9939
pies,articulación,1,"5,79","0,3311",9940
pies,inferior,1,"4,96","0,3311",9941
pies,muslo,1,"4,03","0,3311",9942
pies,posibilidad,1,"3,37","0,3311",9943
pies,explorar,1,"7,23","0,3311",9944
pies,base,1,"5,33","0,3311",9945
pies,limpios,1,"6,56","0,3311",9946
pies,camino,1,"2,43","0,3311",9947
pies,suelo,1,"6,21","0,3311",9948
pies,firmes,1,"1,53","0,3311",9949
pies,importantes,1,"4,96","0,3311",9950
pijama,,,,,9951
pijama,dormir,155,"3,91","563,636",9952
pijama,noche,25,"3,66","90,909",9953
pijama,sueño,11,"3,89","40,000",9954
pijama,cama,10,"3,18","36,364",9955
pijama,ropa,9,"3,25","32,727",9956
pijama,rayas,7,"3,70","25,455",9957
pijama,caliente,6,"5,45","21,818",9958
pijama,comodidad,4,"4,24","14,545",9959
pijama,cómoda,3,"3,44","10,909",9960
pijama,pantufla,3,"6,28","10,909",9961
pijama,calor,3,"3,82","10,909",9962
pijama,pantalón,3,"5,06","10,909",9963
pijama,azul,2,"4,08","0,7273",9964
pijama,franela,2,"4,83","0,7273",9965
pijama,luna,1,"3,18","0,3636",9966
pijama,pluma,1,"5,79","0,3636",9967
pijama,calurosa,1,"5,12","0,3636",9968
pijama,cuadros,1,"4,35","0,3636",9969
pijama,frío,1,"4,97","0,3636",9970
pijama,boxer,1,"3,64","0,3636",9971
pijama,colores,1,"4,20","0,3636",9972
pijama,descanso,1,"4,81","0,3636",9973
pijama,libro,1,"3,50","0,3636",9974
pijama,amarilla,1,"3,51","0,3636",9975
pijama,sudar,1,"6,29","0,3636",9976
pijama,conejo,1,"3,24","0,3636",9977
pijama,niño,1,"3,47","0,3636",9978
pijama,borrego,1,"5,19","0,3636",9979
pijama,quirúrgica,1,"6,62","0,3636",9980
pijama,camisón,1,"3,66","0,3636",9981
pijama,vestir,1,"2,97","0,3636",9982
pijama,descansar,1,"4,20","0,3636",9983
pijama,inútil,1,"7,48","0,3636",9984
pijama,algodón,1,"5,90","0,3636",9985
pijama,sandalias,1,"4,04","0,3636",9986
pijama,estrella,1,"5,67","0,3636",9987
pijama,Navidad,1,"5,70","0,3636",9988
pijama,blanca,1,"4,17","0,3636",9989
pijama,prenda,1,"7,50","0,3636",9990
pijama,vestido,1,"5,78","0,3636",9991
pijama,cubrir,1,"6,62","0,3636",9992
pijama,gama,1,"6,30","0,3636",9993
pijama,nube,1,"4,87","0,3636",9994
pijama,caguama,1,"5,37","0,3636",9995
pingüino,,,,,9996
pingüino,frío,80,"3,55","290,909",9997
pingüino,hielo,65,"4,12","236,364",9998
pingüino,animal,24,"4,09","87,273",9999
pingüino,nieve,15,"4,28","54,545",10000
pingüino,ave,10,"3,33","36,364",10001
pingüino,Polo Norte,5,"5,66","18,182",10002
pingüino,negro,4,"4,35","14,545",10003
pingüino,agua,3,"2,73","10,909",10004
pingüino,tierno,3,"5,77","10,909",10005
pingüino,pájaro,3,"5,13","10,909",10006
pingüino,Antártida,3,"4,62","10,909",10007
pingüino,oso,2,"2,86","0,7273",10008
pingüino,foca,2,"3,76","0,7273",10009
pingüino,Polo Sur,2,"5,15","0,7273",10010
pingüino,pato,2,"3,09","0,7273",10011
pingüino,Madagascar,2,"6,23","0,7273",10012
pingüino,polo,2,"6,03","0,7273",10013
pingüino,traje,2,"4,60","0,7273",10014
pingüino,blanco,2,"5,45","0,7273",10015
pingüino,solidaridad,1,"7,81","0,3636",10016
pingüino,guiño,1,"4,69","0,3636",10017
pingüino,azul,1,"3,48","0,3636",10018
pingüino,monogamia,1,"6,05","0,3636",10019
pingüino,cambio climático,1,"6,59","0,3636",10020
pingüino,polar,1,"5,44","0,3636",10021
pingüino,lindo,1,"3,42","0,3636",10022
pingüino,bicolor,1,"7,14","0,3636",10023
pingüino,chistoso,1,"5,19","0,3636",10024
pingüino,pez,1,"2,37","0,3636",10025
pingüino,gordo,1,"5,52","0,3636",10026
pingüino,mar,1,"4,35","0,3636",10027
pingüino,cama,1,"2,75","0,3636",10028
pingüino,no,1,"4,83","0,3636",10029
pingüino,diéresis,1,"5,75","0,3636",10030
pingüino,playa,1,"4,79","0,3636",10031
pingüino,témpano,1,"3,80","0,3636",10032
pingüino,Alaska,1,"6,41","0,3636",10033
pingüino,invierno,1,"9,80","0,3636",10034
pingüino,bailar,1,"4,64","0,3636",10035
pingüino,naturaleza,1,"5,21","0,3636",10036
pingüino,chile,1,"6,31","0,3636",10037
pingüino,glaciar,1,"5,41","0,3636",10038
pingüino,zoológico,1,"4,96","0,3636",10039
pingüino,Argentina,1,"4,16","0,3636",10040
pingüino,bonito,1,"4,12","0,3636",10041
pingüino,delfín,1,"4,50","0,3636",10042
pingüino,pino,1,"5,64","0,3636",10043
pingüino,sonrisa,1,"4,58","0,3636",10044
pingüino,águila,1,"3,43","0,3636",10045
pingüino,baboso,1,"6,26","0,3636",10046
pingüino,Narnia,1,"6,67","0,3636",10047
pingüino,casino,1,"4,53","0,3636",10048
pingüino,Linux,1,"3,20","0,3636",10049
pingüino,nevar,1,"5,04","0,3636",10050
pingüino,cochino,1,"4,80","0,3636",10051
pingüino,pie,1,"2,56","0,3636",10052
plancha,,,,,10053
plancha,ropa,118,"3,91","429,091",10054
plancha,caliente,35,"3,89","127,273",10055
plancha,camisa,11,"4,94","40,000",10056
plancha,calor,8,"3,19","29,091",10057
plancha,arruga,8,"5,86","29,091",10058
plancha,planchar,8,"6,31","29,091",10059
plancha,burro,7,"4,23","25,455",10060
plancha,pantalón,6,"4,95","21,818",10061
plancha,quemar,4,"6,07","14,545",10062
plancha,vapor,4,"3,69","14,545",10063
plancha,electrodoméstico,3,"6,65","10,909",10064
plancha,arrugado,3,"3,29","10,909",10065
plancha,herramienta,2,"4,74","0,7273",10066
plancha,lavar,2,"7,34","0,7273",10067
plancha,metal,2,"7,50","0,7273",10068
plancha,electrónico,2,"5,58","0,7273",10069
plancha,aburrido,1,"5,58","0,3636",10070
plancha,limpio,1,"6,19","0,3636",10071
plancha,aseo,1,"6,33","0,3636",10072
plancha,recto,1,"3,73","0,3636",10073
plancha,labor,1,"5,76","0,3636",10074
plancha,ama,1,"6,13","0,3636",10075
plancha,mamá,1,"5,24","0,3636",10076
plancha,pulcritud,1,"7,41","0,3636",10077
plancha,comida,1,"4,30","0,3636",10078
plancha,tela,1,"5,15","0,3636",10079
plancha,gris,1,"3,26","0,3636",10080
plancha,lesbiana,1,"3,93","0,3636",10081
plancha,morada,1,"6,80","0,3636",10082
plancha,electricidad,1,"3,85","0,3636",10083
plancha,humo,1,"3,81","0,3636",10084
plancha,algodón,1,"6,15","0,3636",10085
plancha,luz,1,"5,23","0,3636",10086
plancha,blusa,1,"4,96","0,3636",10087
plancha,playera,1,"3,54","0,3636",10088
plancha,cocina,1,"3,75","0,3636",10089
plancha,señora,1,"4,28","0,3636",10090
plancha,fierro,1,"5,78","0,3636",10091
plancha,quemado,1,"4,60","0,3636",10092
plancha,dura,1,"2,51","0,3636",10093
plancha,hierro,1,"6,33","0,3636",10094
plancha,agua,1,"3,62","0,3636",10095
plancha,liso,1,"3,43","0,3636",10096
plancha,bata,1,"7,08","0,3636",10097
plancha,cancha,1,"4,55","0,3636",10098
plancha,lavado,1,"5,22","0,3636",10099
plancha,arreglado,1,"5,49","0,3636",10100
plancha,mesa,1,"3,63","0,3636",10101
plancha,cabello,1,"3,03","0,3636",10102
plancha,quema,1,"1,82","0,3636",10103
plancha,comodidad,1,"7,32","0,3636",10104
plancha,utilidad,1,"7,14","0,3636",10105
planta,,,,,10106
planta,verde,82,"3,43","271,523",10107
planta,flor,32,"4,07","105,960",10108
planta,tierra,16,"4,20","52,980",10109
planta,vida,16,"3,95","52,980",10110
planta,árbol,13,"4,08","43,046",10111
planta,rosa,9,"5,75","29,801",10112
planta,oxígeno,6,"3,71","19,868",10113
planta,naturaleza,6,"6,38","19,868",10114
planta,agua,6,"3,45","19,868",10115
planta,regar,5,"3,16","16,556",10116
planta,maceta,5,"4,33","16,556",10117
planta,hojas,5,"5,24","16,556",10118
planta,carnívora,5,"6,28","16,556",10119
planta,hierba,4,"4,56","13,245",10120
planta,comida,3,"2,10","0,9934",10121
planta,adorno,3,"5,19","0,9934",10122
planta,sembrar,3,"4,15","0,9934",10123
planta,cuidado,3,"5,25","0,9934",10124
planta,crecer,3,"3,48","0,9934",10125
planta,alta,2,"4,18","0,6623",10126
planta,vegetación,2,"6,22","0,6623",10127
planta,pie,2,"4,45","0,6623",10128
planta,bosque,2,"6,85","0,6623",10129
planta,baja,2,"2,37","0,6623",10130
planta,plantar,2,"2,53","0,6623",10131
planta,aire,2,"2,88","0,6623",10132
planta,jardín,2,"6,30","0,6623",10133
planta,casa,2,"5,64","0,6623",10134
planta,belleza,2,"6,47","0,6623",10135
planta,natural,2,"7,62","0,6623",10136
planta,tallo,2,"2,43","0,6623",10137
planta,decoración,2,"4,35","0,6623",10138
planta,raíz,2,"4,55","0,6623",10139
planta,Lirio,1,"4,43","0,3311",10140
planta,bambú,1,"2,18","0,3311",10141
planta,nacer,1,"3,70","0,3311",10142
planta,zombi,1,"1,89","0,3311",10143
planta,retoño,1,"4,87","0,3311",10144
planta,sol,1,"3,09","0,3311",10145
planta,arcoiris,1,"5,40","0,3311",10146
planta,Malva,1,"5,40","0,3311",10147
planta,negocio,1,"2,29","0,3311",10148
planta,cuidar,1,"5,25","0,3311",10149
planta,profesor,1,"9,99","0,3311",10150
planta,galaxia,1,"4,17","0,3311",10151
planta,salud,1,"5,34","0,3311",10152
planta,algo,1,"8,34","0,3311",10153
planta,larga,1,"3,28","0,3311",10154
planta,tulipán,1,"8,34","0,3311",10155
planta,música,1,"3,45","0,3311",10156
planta,viva,1,"4,15","0,3311",10157
planta,clorofila,1,"5,40","0,3311",10158
planta,elote,1,"3,67","0,3311",10159
planta,grande,1,"3,03","0,3311",10160
planta,Venus,1,"4,05","0,3311",10161
planta,bonita,1,"8,92","0,3311",10162
planta,frondosa,1,"6,71","0,3311",10163
planta,asombrosa,1,"7,19","0,3311",10164
planta,muerta,1,"3,68","0,3311",10165
planta,opresión,1,"5,97","0,3311",10166
planta,electrón,1,"7,81","0,3311",10167
planta,rama,1,"4,87","0,3311",10168
planta,girasol,1,"3,10","0,3311",10169
planta,seca,1,"2,12","0,3311",10170
planta,animal,1,"2,34","0,3311",10171
planta,luz,1,"6,70","0,3311",10172
planta,vegetal,1,"3,85","0,3311",10173
planta,planeta,1,"3,03","0,3311",10174
planta,fresca,1,"4,84","0,3311",10175
planta,roble,1,"5,90","0,3311",10176
planta,asfalto,1,"6,17","0,3311",10177
planta,materia,1,"8,45","0,3311",10178
planta,verdura,1,"2,17","0,3311",10179
planta,olor,1,"3,62","0,3311",10180
planta,ganja,1,"5,55","0,3311",10181
planta,sano,1,"2,95","0,3311",10182
plastilina,,,,,10183
plastilina,moldear,28,"4,16","101,818",10184
plastilina,figura,18,"5,28","65,455",10185
plastilina,juego,16,"4,82","58,182",10186
plastilina,jugar,16,"4,12","58,182",10187
plastilina,Mosh,15,"3,10","54,545",10188
plastilina,moldeable,13,"5,03","47,273",10189
plastilina,kinder,12,"4,79","43,636",10190
plastilina,niño,11,"5,30","40,000",10191
plastilina,crear,8,"5,21","29,091",10192
plastilina,diversión,7,"5,50","25,455",10193
plastilina,pegajosa,7,"6,83","25,455",10194
plastilina,molde,6,"5,47","21,818",10195
plastilina,formar,6,"3,30","21,818",10196
plastilina,manualidades,5,"5,79","18,182",10197
plastilina,verde,5,"4,22","18,182",10198
plastilina,suave,5,"3,18","18,182",10199
plastilina,juguete,4,"5,03","14,545",10200
plastilina,amasar,4,"3,50","14,545",10201
plastilina,azul,4,"6,61","14,545",10202
plastilina,arte,3,"5,09","10,909",10203
plastilina,escuela,3,"5,17","10,909",10204
plastilina,Play Doh,3,"5,70","10,909",10205
plastilina,monito,3,"5,26","10,909",10206
plastilina,plástico,3,"7,19","10,909",10207
plastilina,imaginación,3,"5,98","10,909",10208
plastilina,mano,3,"6,18","10,909",10209
plastilina,formas,2,"5,44","0,7273",10210
plastilina,roja,2,"5,32","0,7273",10211
plastilina,dura,2,"7,45","0,7273",10212
plastilina,infancia,2,"5,17","0,7273",10213
plastilina,primaria,2,"7,70","0,7273",10214
plastilina,café,2,"4,89","0,7273",10215
plastilina,muñeco,2,"5,21","0,7273",10216
plastilina,divertida,2,"5,70","0,7273",10217
plastilina,petróleo,2,"6,58","0,7273",10218
plastilina,hacer,2,"3,23","0,7273",10219
plastilina,manejable,2,"4,65","0,7273",10220
plastilina,enfermedad,1,"5,04","0,3636",10221
plastilina,pastilla,1,"3,23","0,3636",10222
plastilina,popular,1,"10,00","0,3636",10223
